Subject,Predicate,Object
Article,dcterm: title,Frida Kahlo y el arte mexicano
Article,dcterm: type,Journal Article
Article,dcterm: created,1943
Article,dcterm: language,Spanish
Article,CRM: P55 has current location,Instituto de investigaciones Bibliográficas
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
